#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007     SA_00008     SA_00009     SA_00010
     486    7431.9753     509.0796     377.2728     276.9645     266.1983     314.7005    3037.9019     557.7973    1508.2321     583.8283
     487    7419.8981     361.8439     252.1970     289.5272     405.7218     665.0568    2506.6120     627.0652    1326.7851     985.0893
     488    6594.1533     658.7009     375.3808     308.4507     406.9088     348.8120    2462.3422     364.0714    1003.2003     666.2863
     489    8087.0152     368.1959     315.8186     331.0379     321.3150     324.2685    3273.1978     664.2073    1718.0294     770.9447
     490    7418.2659     688.3754     411.4345     361.8921     460.5290     438.1099    2452.8343     622.0086    1265.3410     717.7412
     491    7797.1456     545.4730     383.6133     485.6305     426.1596     340.2394    2762.8327     471.0184    1656.1548     726.0238
     492    8342.1473     846.9957     618.0166     355.9703     410.6592     421.0479    2818.8716     660.9017    1343.1429     866.5415
     493    8414.4924     462.6400     388.0963     524.6016     418.8419     375.2002    3193.1984     706.6805    1548.7113     796.5222
     494    7510.1683     741.0224     436.8836     393.7267     457.7528     380.8863    2740.5632     410.4808    1112.2717     836.5808
     495    7110.8237     513.0534     531.0676     422.4029     296.6169     360.9136    2614.6514     592.0384    1016.7090     763.3705
     496    7561.0204     625.4939     446.1869     386.5416     379.8215     331.8055    2599.0205     532.3151    1458.0817     801.7536
     497    6947.3457     371.8835     272.2899     398.5539     586.9073     437.9831    2661.0325     499.9639    1127.5834     591.1482
     498    6017.3229     327.1359     208.3364     211.9660     306.2415     339.4787    2301.6327     466.9624    1054.4449     801.1243
     499    7336.4760     597.3063     594.6259     477.5088     293.6452     316.5135    2235.8611     671.8885    1332.3041     816.8226
     500    7044.1119     536.0388     394.2491     314.6515     279.3296     341.9053    2411.7481     527.3687    1557.5442     681.2765
