#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007     SA_00008     SA_00009     SA_00010     SA_00011     SA_00012     SA_00013     SA_00014     SA_00015     SA_00016
     320    9794.6361     648.9827     433.3052     447.9660     344.0364     264.4055     209.2900     184.8694     196.4216     263.6296     431.1685     435.3029    1617.9881     619.5359    2875.1821     822.5524
     321   10860.4137     679.9615     422.9906     393.3957     457.6898     391.8766     390.7890     322.5265     263.9052     231.1623     222.3950     267.8277    1626.0359     735.3671    3450.8523    1003.6384
     322   10205.5302     400.1929     263.9890     394.4949     568.4812     452.7961     227.7557     194.7781     201.5192     263.3775     314.1622     343.7015    1546.4118     622.9814    3268.9854    1141.9033
     323    9881.9289     359.4956     505.5932     375.4096     212.7439     218.6261     303.0298     439.8284     285.3550     201.0287     193.5795     226.6159    1677.3645     513.0054    3364.5066    1005.7466
     324    9308.0191     403.9654     395.4705     340.6332     341.8466     333.8169     270.5020     297.0497     287.2500     295.9200     448.5385     555.4394    1046.6480     500.6238    2860.7363     929.5788
     325   10062.9242     453.0750     319.4710     304.0253     273.1438     295.5718     413.6082     353.9728     278.9160     331.9108     401.7470     499.3746    1424.4820     624.1886    3036.3503    1053.0870
     326   10277.0766     861.3624     542.8627     329.8826     328.4670     409.2998     356.0364     480.7334     449.6428     349.7612     373.4483     360.0769    1089.5129     541.6977    2955.7463     848.5461
     327    6941.2127     328.3260     241.7284     222.4583     231.8107     253.6370     238.9361     218.0830     212.3218     229.4171     253.0131     305.7238    1055.8859     324.6635    2285.3198     539.8882
     328    8311.5180     452.5644     372.8038     310.9777     271.0454     310.5742     396.6789     329.9960     352.0578     324.4934     316.8494     335.9377    1342.8644     396.0856    2299.7652     498.8243
     329   11067.4441     310.3001     241.9020     298.5371     417.2578     423.6912     471.6248     493.0738     461.9348     444.7837     428.9638     611.4500    1462.8075     711.0049    3226.8604    1063.2521
     330   11114.7409     659.4267     633.4439     293.1076     188.0957     174.6387     168.5287     171.4231     183.3623     280.8794     389.6136     453.2557    1945.5208     713.1287    3582.2945    1278.0217
     331    7917.3924     330.2852     219.9561     208.0455     205.9594     245.6700     218.0899     208.3114     244.0972     346.3837     383.4524     294.6743    1245.4801     455.3626    2647.1350     664.4898
     332    8240.0293     703.8139     388.3687     295.4656     232.0055     211.5184     241.6057     357.4948     327.8472     224.7963     221.1230     284.8666     992.9852     430.9410    2465.9611     861.2360
     333    9723.2546     386.2435     277.6026     224.8922     202.1238     201.2389     207.8427     350.3995     574.0018     667.7260     610.0536     445.6726    1496.5663     634.0158    2554.8642     890.0110
     334    9524.5904     504.5298     475.8229     525.0834     584.1501     601.8600     447.6250     291.6325     272.3871     218.4280     217.6013     289.1868     935.4396     480.2340    3048.8828     631.7271
     335   10018.3169     461.1916     740.7598     557.8035     331.4371     313.5510     425.6918     340.5555     220.0667     227.1606     233.6640     261.4375     920.6116     587.3365    3614.7305     782.3190
     336    8365.4002     387.1254     310.5844     274.6885     310.2465     413.0768     475.9664     368.5846     371.3021     323.6812     338.0368     423.1991    1206.8711     488.3417    2079.9634     593.7322
     337    8607.6486     299.2887     212.3665     185.0620     208.9590     239.9619     334.6208     391.7632     334.2315     381.2798     274.4804     261.7540    1133.9389     389.3193    2941.9733    1018.6493
     338    8525.3792     386.9069     306.9642     381.7819     404.3769     239.2907     264.0063     284.2258     269.7327     291.7044     264.5433     287.9757    1261.8278     427.5958    2921.7900     532.6567
     339   11131.9800     789.8989     348.7743     260.1410     251.6508     314.5372     451.2552     419.8127     327.6364     611.0090     610.5071     539.6324    1350.5865     590.9664    3218.1701    1047.4021
     340    9697.1647     554.9359     496.1614     368.4814     283.0907     235.9984     239.0401     216.5887     202.2036     206.2479     269.6117     438.0413    1712.3322     529.1065    2703.3133    1242.0117
     341   11605.3730     725.7897     492.2943     356.3964     322.7803     360.3641     342.8709     329.6241     337.2691     366.0182     299.1264     308.6956    1786.6891     556.5876    4205.3192     815.5478
     342   11442.5491     649.7172     837.3210     783.1419     647.9655     440.3049     280.9468     214.7319     216.2043     240.2785     323.8420     431.9835    1598.5554     552.0076    3349.9767     875.5720
     343    9159.5515     623.7481     356.6592     251.8901     286.6589     362.9425     347.0415     227.3316     188.3524     214.5889     270.7304     245.3194     872.0796     420.4443    3652.0953     839.6693
     344    6829.3888     619.7331     217.5751     191.9580     190.1789     174.2807     208.6108     287.5841     286.6865     215.6218     222.2618     231.4462     893.4051     444.6718    2125.1231     520.2518
     345    9079.1466     490.0266     318.6811     274.1903     278.9513     297.3588     344.7667     427.5266     621.8594     414.8834     303.5233     342.2441    1537.3117     466.2430    2383.8311     577.7493
     346    9901.1639     525.0868     277.9372     203.0174     188.4963     192.0290     273.9877     249.8768     313.8101     474.5615     315.1718     358.2132    1635.8904     623.7654    3268.5709    1000.7495
     347    9861.9440     372.2230     417.2305     385.3778     617.9620     485.1824     345.5391     280.0544     309.7954     344.5368     310.2807     286.4953     959.8638     530.8309    3426.6540     789.9180
     348    8816.5846     590.2643     426.1345     437.5578     232.0493     197.4368     186.3793     197.1597     304.3976     346.4056     389.8359     484.0076    1018.2888     371.9416    2931.9354     702.7905
     349    9340.9650     661.7237     450.5783     320.5569     252.4659     239.4482     257.5007     289.6284     320.6366     290.7779     266.0194     290.0267    1832.3923     529.7776    2311.3047    1028.1281
     350    9200.3961    1156.0934     429.2529     269.5345     252.0341     402.6554     570.6923     387.9401     228.0787     219.0084     263.3164     433.7164    1026.5870     468.2177    2340.4588     752.8099
     351    7845.9161     641.6175     269.6058     233.9000     213.3644     189.6527     184.5796     196.7694     294.1491     273.4736     229.1186     258.0153    1443.9615     562.3017    2201.6463     653.7605
     352    8807.7499     556.0282     336.8860     334.6651     270.1308     196.3838     198.6607     274.9711     306.0475     236.8424     254.8764     290.8129    1053.9027     583.2071    2898.3944    1015.9409
     353    9741.7839     589.7186     345.1652     301.8121     353.2692     286.5495     262.0124     349.6982     337.8659     284.5887     267.1088     294.3747    1246.3371     603.7923    3507.6696     711.8215
     354    8526.3453     719.6985     511.8257     334.7890     205.0318     190.7785     189.7806     190.4168     180.4153     173.4662     212.7620     281.9319    1302.0907     638.8409    2474.0183     920.4989
     355    7762.3224     514.5071     248.4505     214.2834     215.2462     219.2832     258.6317     331.6051     295.7512     220.4804     218.3227     320.9913    1402.0663     421.5676    2267.8185     613.3174
     356   10791.3203     393.2346     263.6904     286.9164     458.7584     485.2467     333.0418     334.5918     365.8484     531.9138     457.5770     684.2898    1521.1799     530.6285    2992.7176    1151.6853
     357    8060.3972     401.2351     238.6844     211.1614     206.9746     227.4914     326.2639     268.5094     232.2326     293.0299     484.8395     357.1844    1245.2594     400.3206    2597.9326     569.2781
     358    9859.5337     472.5440     330.5288     299.1806     361.9877     343.6164     278.2708     342.6186     403.1432     318.8789     342.9043     373.0642    1512.3012     692.4588    2790.0666     997.9697
     359    9555.9264     451.5649     510.7804     448.3738     265.7287     209.2494     232.8089     257.1127     335.0558     417.2286     483.7288     387.6375    1597.8176     455.5595    2601.7356     901.5441
     360    7814.7384     334.2397     233.6845     196.9230     189.9913     188.8470     207.6460     360.3403     475.7046     470.5813     338.2848     293.1011    1253.1484     501.8670    2040.6528     729.7265
     361   10657.1022     486.8108     656.1923     742.3490     543.6673     396.6411     407.1746     364.8956     271.7311     301.1707     328.3984     332.0627    1143.4039     508.3986    3332.3849     841.8211
     362   11084.4091     642.3442     600.0257     773.9438     640.5391     651.9983     371.3780     263.6044     296.3811     287.4984     230.5481     289.7261    1584.3650     731.6243    2661.8501    1058.5826
     363   11100.7918     483.5605     305.3862     446.9642     595.2500     419.2630     264.1197     236.7682     232.0583     321.3563     411.6722     371.7324    1793.4498     677.6378    3524.4181    1017.1547
     364   10311.8738     932.7637     757.3600     507.7073     301.8046     238.3991     232.0064     198.3159     195.4232     223.8399     297.2452     341.0455    1578.0440     467.3827    3347.9595     692.5766
     365    8064.2719     323.7374     205.8872     188.8763     245.8511     267.1886     255.2877     373.2000     342.4992     360.0940     330.6878     361.5153    1337.0405     436.9207    2467.2390     568.2473
     366   10019.7171     669.5371     377.8855     355.3110     349.8129     231.0748     238.7590     377.5898     372.4578     307.8219     272.4484     301.5866    1660.9475     617.3803    3361.2124     525.8921
     367    8916.9591     412.8104     240.9910     217.2790     195.5784     196.7425     309.0132     373.7695     352.0066     392.2920     276.2115     238.5405     939.3166     547.3732    3432.0611     792.9738
     368   10735.5856     847.8288     601.9672     350.9260     224.3032     209.5550     219.8684     296.4636     418.9233     337.0830     350.0289     390.7855    1547.2664     503.5471    3469.1577     967.8818
     369    8177.8915     324.9203     223.4346     215.8018     204.3014     196.3585     211.7365     194.7978     230.0701     261.0959     265.6215     360.3103    1455.1841     447.0800    3010.1055     577.0733
     370   12402.2642     593.7305     572.5850     505.8348     455.3603     508.9976     579.0437     712.5408     503.0087     443.5700     393.1209     402.1132    1720.3142     729.0091    3150.3756    1132.6597
     371    9915.7658     518.1751     640.8433     554.2944     375.3878     396.2381     251.4779     193.0196     192.4239     215.7301     240.5806     351.7576    1405.4888     579.8299    3266.8266     733.6920
     372   10491.3109     898.3400     530.7354     291.6766     228.3624     202.6199     215.4698     251.1189     220.9245     327.1721     608.3932     425.2664    1472.4169     441.2880    3342.4291    1035.0977
     373   10650.6933     532.9613     372.5733     442.1373     501.7309     406.3380     400.3146     424.1189     304.3684     279.0474     299.2609     362.7597    1404.5540     547.7992    3555.3220     817.4074
     374   11961.2322     354.8666     313.1089     295.0293     343.6557     307.0875     311.0778     404.2663     553.8774     387.5326     266.9992     336.5096    2490.6039     747.2133    3998.8402     850.5637
     375    7384.5403     527.6106     267.2905     180.8435     164.2396     171.0952     161.3823     184.0758     174.3231     163.2246     191.3106     350.0926    1312.4138     510.4678    2344.3646     681.8057
     376    9035.8678     714.5756     259.3627     200.2683     182.3327     192.6384     235.2256     309.6234     314.1609     216.3673     214.6686     279.6400    1523.1439     392.9628    3152.0386     848.8590
     377    9270.1889     399.6896     363.8960     484.1285     332.4704     222.9409     227.8362     195.7443     188.1503     190.1911     237.4267     403.5217    1523.5152     714.4359    2787.1413     999.1008
     378    8849.1176     314.4906     211.5873     241.3771     345.5104     326.2740     402.6212     360.9763     417.6553     295.5889     190.7470     197.0788    1194.5827     415.3969    3026.4187     908.8124
     379    7063.1449     513.2020     330.9305     229.1936     178.3309     182.5445     187.7177     182.2605     164.3105     160.7995     164.5512     185.7262     829.0713     385.6129    2632.2316     736.6623
     380   11272.1373     509.8531     442.7742     467.1741     714.9885     862.6483     464.7456     263.0994     277.0632     333.9740     313.5297     315.4412    1326.1428     577.0365    3529.6922     873.9746
     381    9152.5317     546.5024     373.4440     334.9834     286.6923     251.8931     256.6664     394.8188     563.1005     484.1157     313.8846     315.9381    1070.8618     321.1229    2730.6537     907.8539
     382   11320.5499     482.7407     646.0325     513.8431     520.6847     374.4142     479.4874     371.7285     297.6444     235.8159     230.7440     269.6413    1506.3134     507.6258    3991.3151     892.5189
     383   11005.0528     427.3930     391.0710     339.6135     336.5932     307.0527     435.3558     513.9240     390.6724     374.0742     362.1885     514.4759    1326.7043     465.2980    3774.8112    1045.8250
     384   11295.5987     425.9264     281.7728     292.5687     526.0156     556.5462     468.3420     390.7997     510.9989     615.0332     445.7547     430.4617    1395.4766     602.1766    3128.0680    1225.6576
     385    7889.6097     395.2194     275.1845     286.4235     296.5337     374.0013     338.0139     278.1220     255.7332     259.8803     296.2053     299.4377     961.5493     512.0441    2455.0894     606.1721
     386   10494.0541     612.4346     585.4186     506.5200     427.0125     427.3178     358.5203     294.4198     239.6220     285.7222     321.8197     392.1974    1609.7546     528.7252    2739.5711    1164.9984
     387   12402.6929     771.7533     552.8114     420.7178     390.9420     469.6139     629.9268     563.9841     425.8666     388.3531     316.9923     309.9978    1316.8345     657.2023    3900.9198    1286.7772
     388   11479.8595     660.4973     445.9507     405.6604     398.1226     320.9169     276.1393     352.9576     305.5080     304.5045     430.0606     353.1785    1505.2127     381.1160    4586.7361     753.2985
     389    7167.7746     352.2351     260.5077     232.4332     207.5405     207.3688     210.5193     267.4874     237.0535     205.4605     218.3168     349.8646    1042.3975     465.9509    2230.2600     680.3788
     390    9723.4274     353.5196     402.6446     473.5373     345.5268     264.1942     216.7355     289.3686     242.8101     295.5871     262.0689     318.9612    1205.8714     524.0363    3583.2553     945.3105
     391    9394.6088     329.5153     226.0012     297.4512     360.7164     319.9945     331.2732     410.0536     310.5679     248.9672     226.7596     301.0323    1746.5115     629.7929    2476.7131    1179.2589
     392    8272.7306     797.3231     428.6341     266.7700     216.4639     198.0195     194.3112     222.3631     285.2326     275.4051     261.2878     369.2229    1706.5956     408.6982    1933.4498     708.9537
     393   10799.4201     395.7697     345.3800     442.8461     425.7609     447.9743     392.7895     291.1424     261.5578     318.5614     421.9127     542.4518    1259.3724     644.7913    3384.6171    1224.4928
     394   12083.2917     509.0604     541.6898     427.7482     289.3599     374.8383     283.1838     270.3373     406.6871     576.3985     610.6534     551.3065    2043.7207     757.2614    3193.8849    1247.1615
     395   10934.3039     479.5809     356.4831     417.8649     352.0087     225.1404     231.8246     248.9489     241.7188     318.5903     467.1852     536.1704    2084.7220     746.2694    3091.5667    1136.2298
     396    7965.4465     499.2084     437.3618     336.9419     238.3573     273.1296     232.9397     207.0392     204.9725     208.5054     233.0481     378.6210    1395.3621     492.9354    2288.1002     538.9241
     397    9780.2905     530.0323     424.9004     342.4681     441.8548     455.6232     311.9521     290.6166     367.6062     417.7291     323.9927     341.7170    1099.0654     329.4149    3390.8123     712.5054
     398    8772.8879     627.8413     252.4444     205.6869     210.1820     207.0025     204.9404     229.5800     233.2747     199.2796     199.8193     232.1333    1632.4925     601.0091    2856.1665     881.0353
     399   12085.9625     670.8238     869.1915     647.9274     337.2850     236.5776     264.4361     408.1433     330.4285     272.1183     293.7573     416.8621    1939.7314     766.8003    3702.2209     929.6590
     400   10020.6035     640.2743     373.6998     381.9372     311.1856     212.2181     207.9689     182.9226     199.0239     250.4084     390.9583     450.9764    1413.9455     466.0814    3716.1470     822.8561
     401    9504.1493     524.4308     486.3498     502.0286     580.4445     386.5594     377.3115     253.9083     192.7041     186.1226     215.5443     349.2119    1844.4534     634.4635    2372.0394     598.5775
     402    8812.2879     307.1356     201.4001     169.7872     331.3073     392.1336     270.8314     275.1366     335.3127     320.6167     366.2633     437.7329    1486.8129     513.6698    2494.2977     909.8501
     403   11807.0484     444.9014     324.9150     331.4638     268.2456     220.5711     239.4115     284.6534     392.8613     458.8147     622.9931     784.5864    1778.2559     794.1701    3996.6569     864.5482
     404    9235.4454     498.6899     302.3872     376.1969     498.9719     343.1964     265.4951     250.7827     212.2664     206.6865     206.1040     262.2310    1566.3339     518.9526    2990.0651     737.0857
     405   10778.8283     494.8885     588.4045     475.0598     528.2337     455.4579     434.4855     400.2175     307.6053     285.8523     331.1642     437.1927    1280.2209     480.3370    3354.6808     925.0276
     406   11096.2536     493.9409     528.7368     519.4329     660.1919     480.0157     346.5733     363.4562     306.7118     258.0310     286.3969     341.1550    1773.7636     556.1478    3522.9793     658.7206
     407    8456.5682     432.5748     253.0125     232.6926     258.0176     260.4828     199.2997     209.2144     201.4962     206.1333     194.3681     293.0930    1439.3573     416.5067    3239.9069     620.4122
     408   10445.3111     548.7882     470.3594     600.6417     738.3982     497.9241     206.1003     171.1103     159.7161     178.1297     173.4152     191.0657    1210.0324     508.6815    3631.6413    1159.3068
     409   11237.0424     567.6736     460.9631     335.4790     275.8503     401.6203     436.2415     518.9096     802.9307     672.7150     590.6719     418.4723    1834.5095     439.7958    2716.0666     765.1432
     410    9385.4019     563.4646     475.6869     307.9609     281.9803     334.7739     290.6556     247.9248     238.7631     373.0371     373.0013     291.2511    1496.8256     488.5447    2715.7604     905.7717
     411   10396.6360     520.8894     402.0583     478.0095     641.4944     686.8419     325.0932     269.2720     291.9459     408.0872     614.9906     456.0928     905.0807     387.2420    3125.6358     883.9023
     412    9052.0322     500.1774     292.7710     293.1505     313.0161     287.8731     300.3270     285.7981     281.9878     304.6328     415.7448     441.3477    1505.5639     472.9997    2619.7218     736.9206
     413    8392.4534     427.9457     346.2620     311.4293     334.1214     292.5791     236.0219     196.1632     171.2024     168.2023     200.2731     285.8653     928.7227     372.3246    3172.0651     949.2752
     414   10300.7233     572.3321     419.8097     430.2274     392.8953     280.0866     267.3812     279.7213     235.0936     354.4156     518.1066     437.2397    1234.6182     637.0507    3313.6965     928.0487
     415    9028.6318     521.0056     278.4475     252.4100     250.8711     284.9977     341.0492     318.5648     293.1584     289.6792     287.6605     295.0093    1213.9731     534.4410    3233.8424     633.5221
     416   10313.8591     467.7913     407.7576     408.0142     428.3079     302.8602     292.2989     240.6903     256.3159     328.6166     418.2332     342.5675    1329.9149     578.6804    3495.7482    1016.0621
     417    8718.7323     323.7526     224.8894     193.7978     191.9687     177.4706     161.0224     198.3112     297.7873     357.7933     442.6253     620.0788    1184.3183     529.8399    3074.2985     740.7783
     418    9485.0804     585.1284     340.2276     227.0393     209.6765     215.6193     375.6961     701.1657     440.3938     232.4679     230.4941     384.2432    1119.6609     552.5243    2971.9227     898.8206
     419    8707.2796     360.7406     293.5343     287.8702     463.3649     628.5829     456.2757     261.4378     219.0207     221.1252     249.1365     314.2420     975.3206     483.3786    2933.8576     559.3921
     420    9746.5110     609.6711     508.7265     501.8992     405.2679     406.5957     422.5768     556.3154     502.5316     311.6043     229.8028     252.8022     953.1870     483.4505    2688.8671     913.2127
     421    8325.0653     459.0062     390.5580     371.7882     307.4351     369.3995     331.3653     214.1836     202.1776     209.1728     288.3313     259.0972    1469.7489     432.7572    2304.3296     715.7147
     422    8946.0953     403.1456     304.8607     223.6861     219.2414     215.0512     224.7115     224.7225     239.4999     250.8141     320.1053     536.8600    1045.8727     559.8946    3355.2595     822.3702
     423    7623.5434     574.8784     359.1668     278.9404     198.7657     175.2581     168.7547     168.4462     152.8770     162.3069     191.4793     298.1477    1066.5602     344.7032    2666.5644     816.6944
     424    9322.9774     600.7052     468.2552     478.2771     323.5851     301.6167     479.5001     373.6116     363.8124     344.3390     263.8881     277.3017    1197.1458     480.2087    2747.6420     623.0887
     425   10636.8124     484.3520     419.2823     352.3925     435.6476     495.5064     381.4052     367.2895     469.9886     649.4217     509.2070     392.5654     919.4742     489.8695    3335.0363     935.3741
     426    8175.1689     300.6575     205.7263     178.4572     166.2445     169.3842     289.3205     524.4625     552.8954     290.3710     245.1479     275.8689    1349.5912     596.5816    2149.1869     881.2732
     427   10249.8929     643.8166     380.7402     343.6035     415.0758     496.4766     447.0263     307.8351     346.3259     291.5036     407.0281     464.6025     850.2408     416.2998    3410.5112    1028.8069
     428   10365.8151     527.3133     650.2253     557.1619     360.3384     215.4243     217.9351     226.7549     267.9739     332.5348     436.2294     541.5942    1182.7213     547.2600    3410.3557     891.9926
     429    9157.8392     496.9951     341.9579     396.9330     454.7467     397.4345     307.8042     299.2845     334.3451     450.4075     558.0591     508.2508    1148.1642     342.7516    2303.7171     816.9880
     430    9115.5032     511.2223     431.8161     407.6203     331.7633     294.8712     317.0351     294.3441     292.1329     284.3425     343.7733     480.7958    1099.3267     356.5208    2804.9533     864.9855
     431    9065.9084     383.6422     277.1109     341.0885     401.1600     335.2535     363.0683     230.7015     213.2149     268.7535     332.8878     315.8547    1738.7899     631.7329    2538.6557     693.9942
     432   10817.3496     489.9027     630.2267     669.9009     417.6962     318.6854     314.0066     389.0500     461.9195     370.7950     341.7958     428.4236    1272.7673     529.0314    3304.6371     878.5115
     433    8289.5563     505.8627     253.2626     222.9052     238.9575     201.3167     231.4518     298.6706     231.8914     274.7759     247.9934     233.8075    1126.0385     546.4222    3094.1601     582.0400
     434   11093.0360     675.6865     714.2911     514.6121     444.3408     335.5524     359.0317     579.4691     474.1052     414.9288     358.4526     376.3677    1475.1833     623.6857    2946.3037     801.0252
     435    8866.1176     389.7135     325.4750     371.6206     295.1994     223.8564     254.2062     293.3961     247.9934     258.5407     254.2072     318.3002    1957.0527     501.8312    2623.0625     551.6626
     436   11623.4775     599.8426     691.7582     801.2560     419.3372     289.0414     275.5732     442.4102     441.0319     408.6368     509.4188     467.3958    1171.0762     471.9048    3489.9155    1144.8789
     437    8507.0346     376.0600     312.0116     249.3827     278.0130     431.4590     397.1460     437.1655     337.9003     169.2539     174.9708     229.2652     979.6955     342.3849    2819.0788     973.2475
     438   10899.0236     412.5635     358.7634     514.4509     464.8224     544.7719     482.4620     519.3837     442.6746     276.1537     242.1109     278.3262    1514.9968     512.0108    3129.2389    1206.2937
     439    9570.0449     458.9120     283.5205     262.0153     265.1693     229.4703     223.2184     246.6131     297.3338     358.2086     370.5180     342.4564    1749.6187     610.1605    2963.8711     908.9589
     440    9472.6111     440.9217     371.2871     353.3448     353.9182     423.0988     414.3022     260.4479     362.6796     329.6888     257.7245     245.7155     935.7827     569.0426    3323.3948     831.2620
     441   10795.8909     536.6627     491.7449     449.3096     265.0090     337.5698     598.5948     602.4024     459.6122     283.8245     279.9652     277.8655    1560.3186     480.5999    3340.1681     832.2437
     442   10201.2688     909.0767     669.5443     457.1196     491.5410     313.9990     228.5152     251.7511     262.2739     239.1012     273.3014     307.2088    1492.5767     578.7768    3067.9336     658.5496
     443   11089.6977     549.9540     316.3169     249.2606     295.5670     386.2712     363.0319     435.4877     459.0448     547.1755     342.5720     281.1021    1585.4043     723.2125    3611.2905     944.0068
     444   10719.8913     430.1441     298.0070     268.5765     367.0412     471.4341     475.5816     492.5680     533.0282     442.0134     381.6875     394.5494    1689.8722     626.7384    2623.9350    1224.7148
     445   10337.3470     622.0736     219.6606     173.4026     173.8814     154.1793     171.5697     224.8950     451.6670     455.3645     365.9650     335.8027    1911.8659     704.9933    3158.1510    1213.8754
     446    9846.2991     520.5700     326.3338     256.1155     277.5688     363.9940     465.0831     357.6308     359.2636     420.9463     505.0869     593.0599    1186.8108     536.9416    2953.6213     723.2725
     447    9746.3188     438.3649     335.8092     269.2766     337.6190     235.9289     222.4425     259.7377     483.3785     566.9145     398.9139     421.5740    1492.5799     555.9847    3031.4432     696.3512
     448   10551.8525     499.4743     683.0068     791.9777     448.1208     388.9205     338.6520     459.8494     338.5617     204.5388     196.9739     270.9589    1494.3883     726.7171    2810.3395     899.3727
     449    8452.3115     362.4308     286.5826     271.9112     239.1241     236.5340     254.8891     278.5024     240.4893     205.1980     218.1560     230.5313    1137.6908     480.6724    3258.0539     751.5457
     450   10195.2636     636.0264     459.7045     371.1340     384.0889     581.7860     627.5291     334.9172     236.7371     230.7666     299.9616     329.4877    1164.9311     448.4485    3154.8229     934.9220
     451    9039.4002     381.6208     254.6530     239.9547     253.1189     327.9661     453.7415     386.2280     355.4806     339.2624     409.9038     419.3461    1153.0251     501.7254    2809.8374     753.5365
     452    9937.6148     598.3043     460.8870     389.7204     445.7717     394.6893     268.8614     286.7543     323.4047     282.7820     254.4983     312.0792    1191.1545     535.4531    3506.6921     686.5625
     453    8271.3103     379.1654     365.8298     205.3744     186.7258     207.0645     225.8073     201.7207     225.1693     281.6843     392.5365     319.8740    1347.6332     571.6527    2548.3419     812.7306
     454   10256.0806     555.6285     339.3350     447.7469     398.3781     340.9862     231.8619     238.1750     215.7548     203.1063     240.4347     339.6928    1619.7594     610.7512    3617.5425     856.9273
     455    8738.8540     563.6745     345.7283     323.8627     272.4308     379.2553     443.8625     409.6984     249.1718     270.5139     287.0144     272.5069    1106.5669     585.7171    2542.0591     686.7917
     456   10019.3944     912.7795     514.9825     402.2965     241.0832     197.9608     210.8868     231.1762     241.2697     280.6852     391.1403     451.3722    1499.5672     510.8495    2907.9043    1025.4405
     457    9459.5828     342.5381     305.4681     385.5249     539.2337     367.6664     243.8102     190.5182     182.8238     235.9210     314.9814     320.2707    1116.6508     581.2462    3366.2833     966.6460
     458    9231.1689     650.4491     459.4753     383.0620     292.5552     221.1119     195.7333     195.3031     213.1339     282.5206     397.7785     511.7726    1321.4619     590.0709    2946.1316     570.6090
     459    9033.4416     444.8142     344.1434     263.6205     211.0806     241.5751     384.0655     380.4473     247.0304     264.6899     324.7047     333.1689    1525.9240     535.3163    2906.6284     626.2325
     460    9510.5433     473.0173     375.6954     482.7023     525.0934     532.5861     380.0073     378.8810     289.0181     238.8187     245.3083     332.2375    1149.2127     579.0187    2711.3215     817.6249
     461    8361.6777     361.1274     279.2448     229.6271     221.2292     234.1273     209.5379     225.6669     300.7595     331.2468     442.2141     524.8725    1424.9220     419.3295    2440.1013     717.6715
     462   11139.5003     450.2116     693.0498     501.4940     263.8470     240.8188     289.6306     467.3520     426.0414     245.9662     231.3274     321.6796    1621.8507     541.9675    3679.2557    1165.0080
     463   10241.8863     857.0101     553.5383     401.9846     256.8264     279.2482     240.8001     324.8730     617.0894     634.1301     394.8592     331.9469    1167.5432     430.1394    2895.5785     856.3190
     464   12153.5410     807.5726     670.5657     351.6996     276.2123     302.4618     454.6338     473.7982     242.7600     210.9637     218.9192     332.7543    1884.9921     704.2429    4396.3148     825.6500
     465   11684.0578     902.4643     437.6311     335.3202     301.5147     344.8425     485.0018     829.7338     551.6945     382.9630     332.5888     351.0712    1824.2313     474.1822    3140.4978     990.3206
     466    9441.5628     488.4577     414.0957     539.1991     696.4078     438.5786     290.1051     212.9016     202.9792     225.9510     252.4788     271.2738    1435.5113     520.3039    2828.1411     625.1781
     467    9192.6626     514.7832     254.0510     215.1015     238.3628     306.2081     255.1363     410.2428     396.4164     302.2740     301.5228     326.7129    1214.4181     492.3659    3327.5143     637.5525
     468   10357.8922     620.6917     422.9964     356.8009     345.0581     299.1267     343.5712     307.7998     229.5195     210.7677     336.2911     567.2692    1771.8148     555.3030    3002.5106     988.3715
     469   10504.5039     323.4788     328.6163     480.9504     438.5182     419.5925     340.0767     248.0865     242.1262     361.4992     482.2763     630.7370    1439.0253     675.6400    3149.3124     944.5681
     470   12650.9574     443.1173     517.9549     351.9820     345.4009     371.3279     360.1257     449.9209     630.7574     451.4832     408.2012     453.0285    2177.6464     623.8168    3968.4181    1097.7761
     471    9553.5288     543.0542     309.2993     254.1816     263.3638     244.6793     373.3436     407.1137     461.3458     402.6126     247.7409     272.3339    1082.9956     464.4971    3373.5668     853.4008
     472   12605.3739     525.6984     432.3270     414.4524     418.0485     398.9226     586.0771     541.6617     745.5989     746.7999     471.6445     462.4379    1331.3397     614.5756    4031.1668     884.6228
     473   11191.4573     360.6513     427.5227     459.8338     478.8379     344.2233     307.1636     639.2887     847.9358     476.1196     243.4707     261.0822    1426.6816     724.7347    3297.0368     896.8746
     474   10781.6218     530.4092     354.6618     320.1054     408.5553     404.1367     453.5333     310.6786     242.0088     278.8372     528.1085     644.1612    1441.8858     672.6253    3387.9173     803.9973
     475    8787.1203     395.1121     317.4272     444.8846     396.1725     345.0296     272.1416     206.3758     199.5389     203.8323     221.9441     283.0478    1349.9320     578.4090    2927.9546     645.3181
     476   10728.0920     656.8987     529.7390     337.3291     246.1997     229.1163     306.3191     370.8856     331.1559     405.3379     487.7957     348.2399    1804.1139     476.8216    3471.6055     726.5341
     477    8021.7447     347.9576     263.5836     293.1071     361.8924     449.8882     338.8161     220.0037     182.4453     179.1962     221.6661     360.6342    1438.8948     409.4434    2414.4158     539.8001
     478    7597.5598     362.1740     320.3063     386.3311     266.2658     172.3816     173.2330     161.4612     163.3071     165.6356     162.5044     213.0566    1470.3556     500.7506    2462.8966     616.9001
     479   11033.4467     688.1550     666.4566     699.8506     394.9406     262.2677     271.1026     362.7306     317.1158     348.7107     368.9996     411.7161    1549.5300     546.9636    3245.3789     899.5282
     480    9974.2724    1008.8121     440.4801     383.0713     256.1608     258.6134     294.1123     384.1857     247.3381     197.6418     217.4772     227.3257    1176.7616     651.5328    3386.1925     844.5672
