#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007     SA_00008
     250    6024.0640     819.9074     538.2949     955.9130     355.6652     438.5979    2185.9634     729.7221
     251    4760.9115     320.1410     231.8010     861.3654     260.7290     228.1262    2207.0247     651.7243
     252    6229.2993     316.6197     303.2167     960.7249     409.9804     373.2460    3139.1527     726.3588
     253    8005.3185     556.1906     443.5099    1473.6108     548.7025     505.8817    3520.4779     956.9450
     254    5491.0223     351.4361     284.9800    1172.1017     383.3970     463.6768    2307.2848     528.1460
     255    7855.3809     516.5424     559.0673    1463.1683     394.3941     331.1072    3496.1650    1094.9365
     256    7670.6747     568.6953     295.4623    1534.6210     512.8122     512.2940    3482.8395     763.9503
     257    6463.0565     305.0697     237.0683    1693.6314     394.5342     424.7929    2875.2119     532.7482
     258    7169.7777     421.3122     381.2813    1309.8851     373.7279     346.1712    3437.2058     900.1942
     259    6866.7083     589.2924     399.4843    1250.4562     401.2799     399.8657    3123.8666     702.4633
     260    9249.9412     550.2285     457.2456    1807.3814     678.4288     616.3038    4168.0583     972.2947
     261    8180.6119     520.3381     548.6671    2091.9420     399.4905     367.8343    3125.1972    1127.1428
     262    6633.5779     464.3730     409.9715    1158.5565     400.1973     314.4851    2912.1969     973.7974
     263    7929.6050     874.3446     637.0216    1660.9048     467.0607     511.3422    2981.0014     797.9297
     264    6766.4107     567.3019     461.0671    1459.2766     525.9088     332.1180    2704.6206     716.1176
     265    6374.4786     410.1492     488.1513    1363.3637     429.6789     383.7085    2702.7959     596.6310
     266    6051.5139     562.8607     509.3733    1167.8301     331.2707     293.9951    2540.8117     645.3724
     267    5352.2185     417.0683     332.4312    1095.2455     280.2054     245.4957    2314.9359     666.8364
     268    8038.8907     580.0600     632.8353    1748.2239     583.8896     508.1063    3152.9311     832.8444
     269    7024.5686     784.8574     556.0963    1199.9632     317.8591     354.4263    3078.6709     732.6954
     270    7600.5027     511.0930     399.6462    1513.3123     398.7506     367.9679    3454.9300     954.8027
     271    6687.7013     804.1358     413.1014    1278.0790     416.3406     295.5850    2890.1193     590.3403
     272    5733.1241     450.2667     314.2200    1158.7402     363.9993     312.9079    2573.7611     559.2289
     273    7047.9983     323.1820     314.4640    1770.9839     579.6669     414.3169    2769.7704     875.6141
     274    6716.6334     432.6930     438.3081    1667.2379     352.4396     323.7139    2529.9788     972.2622
     275    6884.2529     532.4596     417.8145    1413.8308     481.4700     426.2149    2824.9644     787.4987
     276    7578.4168     491.9165     673.3471    1602.3217     463.8059     386.7547    3146.1722     814.0987
     277    7481.8776     412.3511     357.4060    1487.8101     516.7896     479.8969    3550.4844     677.1395
     278    6735.3361     515.2074     331.4540    1138.5971     486.8090     379.4010    3173.4957     710.3720
     279    6485.3945     482.3462     283.0734    1114.4875     377.6968     365.5654    3064.5988     797.6264
     280    5204.8048     500.4930     326.3733    1277.3575     355.5612     277.4040    1766.4215     701.1942
     281    5388.0796     511.0041     355.4341    1114.4166     425.4526     359.4245    2152.8605     469.4872
     282    7314.1050     659.1307     637.9012    1354.3421     483.2191     484.6354    2921.0106     773.8659
     283    7232.3646     611.4737     514.6970    1583.7554     497.1460     445.9184    2737.6730     841.7011
     284    5821.6107     325.6916     287.9389    1357.0877     382.8445     350.7132    2416.3897     700.9450
     285    7045.7089     343.8802     323.8135    1545.5624     504.7330     488.4911    3102.0989     737.1297
     286    6518.0029     574.5323     308.3162    1168.8600     457.0837     377.5878    2937.0111     694.6118
     287    7998.1751     419.3739     294.7567    1640.8091     484.6807     389.3638    3946.5222     822.6687
     288    4787.2591     297.2419     259.0825     983.0411     362.0649     319.9041    2098.3517     467.5729
     289    7559.4964     660.0447     470.3604    2029.4456     506.4975     515.3603    2497.5038     880.2841
     290    5303.7319     502.2793     375.6346    1500.4959     393.3952     284.0514    1702.6650     545.2105
     291    8573.7035     539.6285     545.2616    1505.8233     552.2495     471.0196    3932.8502    1026.8708
     292    8736.9139     469.3802     450.3386    1904.2800     720.2678     432.8506    3872.8191     886.9777
     293    8857.9925     737.1087     746.5846    1908.1308     539.9076     382.8623    3741.1027     802.2960
     294    8827.9581     602.2678     571.4298    1779.6632     699.5853     446.6784    3845.1698     883.1637
     295    8324.8616     602.1138     473.4505    1826.0642     557.1143     405.3322    3670.8890     789.8976
     296    6635.4432     597.0368     494.6719    1523.2815     360.9547     329.3489    2397.7105     932.4389
     297    6581.8115     536.4880     616.1958    1316.2431     407.4931     324.4290    2578.3337     802.6289
     298    6369.7393     500.1726     435.2527    1077.6100     441.8702     433.1754    2812.5215     669.1369
